n_sims,n_success,mean_ev_eur,std_ev_eur,ev_5pct_eur,ev_25pct_eur,ev_median_eur,ev_75pct_eur,ev_95pct_eur,median_per_share_eur,mean_per_share_eur,prob_intrinsic_greater_than_market,cvar_5pct_ev_eur
10000,9853,596563653598.5408,1725122587778.6926,192825315181.88358,278685134877.09357,381325544028.28174,554401840905.1562,1316574101553.8328,982.4179931167893,1536.9410114608804,0.48594336750228356,167244759693.76675
