run_at,n_sims,n_valid,ev_mean_eur,ev_std_eur,ev_5pct_eur,ev_25pct_eur,ev_median_eur,ev_75pct_eur,ev_95pct_eur,median_per_share_eur,mean_per_share_eur,prob_intrinsic_greater_than_market,cvar_5pct_ev_eur
2025-11-21T17:19:34.444264,10000,9971,416638723392.108,880022460724.452,169856292822.2799,239444135627.82404,311965149647.0694,430240890141.9802,843561273016.4886,803.7231731213948,1073.3961700170244,0.42924480994885167,146066824897.8496
